paper_id,title,pmid,doi,center,year,paper_status,abstract_length,dataset_scan_status,resource_scan_status
pmid-38301954,Activity and inhibition of the SARS-CoV-2 Omicron nsp13 R392C variant using RNA duplex unwinding assays.,38301954,10.1016/j.slasd.2024.01.006,,2024,metadata_ingested,1095,pending,pending
pmid-38291080,Humoral profiles of toddlers and young children following SARS-CoV-2 mRNA vaccination.,38291080,10.1038/s41467-024-45181-7,,2024,metadata_ingested,1392,pending,pending
pmid-38280377,Monoclonal antibody therapy protects nonhuman primates against mucosal exposure to Lassa virus.,38280377,10.1016/j.xcrm.2024.101392,,2024,metadata_ingested,1016,pending,pending
pmid-38243701,Many-core algorithms for high-dimensional gradients on phylogenetic trees.,38243701,10.1093/bioinformatics/btae030,,2024,metadata_ingested,2348,pending,pending
pmid-38232695,Integration of individualized and population-level molecular epidemiology data to model COVID-19 outcomes.,38232695,10.1016/j.xcrm.2023.101361,,2024,metadata_ingested,1152,pending,pending
pmid-38132670,Phenotypes of a Pseudomonas aeruginosa hypermutator lineage that emerged during prolonged mechanical ventilation in a patient without cystic fibrosis.,38132670,10.1128/msystems.00484-23,,2024,metadata_ingested,2250,pending,pending
pmid-38112418,Understanding Fc function for rational vaccine design against pathogens.,38112418,10.1128/mbio.03036-23,,2024,metadata_ingested,1339,pending,pending
pmid-38078770,Comparative evolution of influenza A virus H1 and H3 head and stalk domains across host species.,38078770,10.1128/mbio.02649-23,,2024,metadata_ingested,756,pending,pending
pmid-37977230,Temporal correlation between postreperfusion complement deposition and severe primary graft dysfunction in lung allografts.,37977230,10.1016/j.ajt.2023.11.006,,2024,metadata_ingested,1438,pending,pending
pmid-37804247,The Third Annual Symposium of the Midwest Aging Consortium.,37804247,10.1093/gerona/glad239,,2024,metadata_ingested,1270,pending,pending
pmid-37776284,Reply: Research Bronchoscopy Standards and the Need for Noninvasive Sampling of the Failing Lungs.,37776284,10.1513/AnnalsATS.202309-811LE,,2024,metadata_ingested,0,pending,pending
pmid-36909550,Meta-Research: understudied genes are lost in a leaky pipeline between genome-wide assays and reporting of results.,36909550,10.1101/2023.02.28.530483,,2024,metadata_ingested,1540,pending,pending
pmid-42281764,"A Privacy Nihilist Perspective on Clinical Data Sharing: Open Clinical Data Sharing is Dead, Long Live the Walled Garden.",42281764,10.47912/jscdm.234,,2023,metadata_ingested,1117,pending,pending
pmid-38770434,Shrinkage with shrunken shoulders: Gibbs sampling shrinkage model posteriors with guaranteed convergence rates.,38770434,10.1214/22-ba1308,,2023,metadata_ingested,1255,pending,pending
pmid-38550789,"Prior-Preconditioned Conjugate Gradient Method for Accelerated Gibbs Sampling in ""Large n, Large p"" Bayesian Sparse Regression.",38550789,10.1080/01621459.2022.2057859,,2023,metadata_ingested,1660,pending,pending
pmid-38168346,A distinctive evolution of alveolar T cell responses is associated with clinical outcomes in unvaccinated patients with SARS-CoV-2 pneumonia.,38168346,10.1101/2023.12.13.571479,,2023,metadata_ingested,1820,pending,pending
pmid-38168164,Altered RSV Epidemiology and Genetic Diversity Following the COVID-19 Pandemic.,38168164,10.21203/rs.3.rs-3712859/v1,,2023,metadata_ingested,1135,pending,pending
pmid-38101407,Genomic surveillance reveals dynamic shifts in the connectivity of COVID-19 epidemics.,38101407,10.1016/j.cell.2023.11.024,,2023,metadata_ingested,1154,pending,pending
pmid-38076988,AMP-activated protein kinase is necessary for Treg cell functional adaptation to microenvironmental stress.,38076988,10.1101/2023.11.29.568904,,2023,metadata_ingested,1589,pending,pending
pmid-38007686,Beta-spike-containing boosters induce robust and functional antibody responses to SARS-CoV-2 in macaques primed with distinct vaccines.,38007686,10.1016/j.celrep.2023.113292,,2023,metadata_ingested,1125,pending,pending
pmid-37995357,SARS-CoV-2 genomics and impact on clinical care for COVID-19.,37995357,10.1093/jac/dkad309,,2023,metadata_ingested,1633,pending,pending
pmid-37992162,ELOA3: A primate-specific RNA polymerase II elongation factor encoded by a tandem repeat gene cluster.,37992162,10.1126/sciadv.adj1261,,2023,metadata_ingested,1086,pending,pending
pmid-37986982,Tissue-resident alveolar macrophages reduce O(3)-induced inflammation via MerTK mediated efferocytosis.,37986982,10.1101/2023.11.06.565865,,2023,metadata_ingested,1676,pending,pending
pmid-37975660,Individual meropenem epithelial lining fluid and plasma PK/PD target attainment.,37975660,10.1128/aac.00727-23,,2023,metadata_ingested,1482,pending,pending
pmid-37965226,"Clinical significance of culture-negative, PCR-positive bronchoalveolar lavage results in severe pneumonia.",37965226,10.1183/23120541.00343-2023,,2023,metadata_ingested,267,pending,pending
pmid-37961423,Scalable gradients enable Hamiltonian Monte Carlo sampling for phylodynamic inference under episodic birth-death-sampling models.,37961423,10.1101/2023.10.31.564882,,2023,metadata_ingested,1742,pending,pending
pmid-37950885,Shrinkage-based Random Local Clocks with Scalable Inference.,37950885,10.1093/molbev/msad242,,2023,metadata_ingested,1464,pending,pending
pmid-37901225,Hypercapnia increases ACE2 expression and pseudo-SARS-CoV-2 entry in bronchial epithelial cells by augmenting cellular cholesterol.,37901225,10.3389/fimmu.2023.1251120,,2023,metadata_ingested,2163,pending,pending
pmid-37891657,Resurgence of SARS-CoV-2 Delta after Omicron variant superinfection in an immunocompromised pediatric patient.,37891657,10.1186/s12985-023-02186-w,,2023,metadata_ingested,2187,pending,pending
pmid-37886711,AntiRef: reference clusters of human antibody sequences.,37886711,10.1093/bioadv/vbad109,,2023,metadata_ingested,1793,pending,pending
pmid-37877703,Genome-wide screens reveal shared and strain-specific genes that facilitate enteric colonization by Klebsiella pneumoniae.,37877703,10.1128/mbio.02128-23,,2023,metadata_ingested,980,pending,pending
pmid-37849403,"The Arenaviridae Family: Knowledge Gaps, Animal Models, Countermeasures, and Prototype Pathogens.",37849403,10.1093/infdis/jiac266,,2023,metadata_ingested,1079,pending,pending
pmid-37843280,Alveolar epithelial regeneration in the aging lung.,37843280,10.1172/JCI170504,,2023,metadata_ingested,905,pending,pending
pmid-37790412,SARS-CoV-2 Bottlenecks and Tissue-Specific Adaptation in the Central Nervous System.,37790412,10.21203/rs.3.rs-3220157/v1,,2023,metadata_ingested,1091,pending,pending
pmid-37745602,Genetic tracing of market wildlife and viruses at the epicenter of the COVID-19 pandemic.,37745602,10.1101/2023.09.13.557637,,2023,metadata_ingested,1223,pending,pending
pmid-37720034,Live imaging of the airway epithelium reveals that mucociliary clearance modulates SARS-CoV-2 spread.,37720034,10.21203/rs.3.rs-3246773/v1,,2023,metadata_ingested,1060,pending,pending
pmid-37693543,Genome-wide screens reveal shared and strain-specific genes that facilitate enteric colonization by Klebsiella pneumoniae.,37693543,10.1101/2023.08.30.555643,,2023,metadata_ingested,2532,pending,pending
pmid-37681523,Can immunological imprinting drive neurological dysfunction in long COVID?,37681523,10.1093/brain/awad307,,2023,metadata_ingested,198,pending,pending
pmid-37672567,Humoral immunity to an endemic coronavirus is associated with postacute sequelae of COVID-19 in individuals with rheumatic diseases.,37672567,10.1126/scitranslmed.adf6598,,2023,metadata_ingested,1672,pending,pending
pmid-37639445,Accelerating Bayesian inference of dependency between mixed-type biological traits.,37639445,10.1371/journal.pcbi.1011419,,2023,metadata_ingested,1696,pending,pending
pmid-37620306,Antibody-mediated NK cell activation as a correlate of immunity against influenza infection.,37620306,10.1038/s41467-023-40699-8,,2023,metadata_ingested,1444,pending,pending
pmid-37546860,Prolonged exposure to lung-derived cytokines is associated with inflammatory activation of microglia in patients with COVID-19.,37546860,10.1101/2023.07.28.550765,,2023,metadata_ingested,1428,pending,pending
pmid-37535402,Anamnestic humoral correlates of immunity across SARS-CoV-2 variants of concern.,37535402,10.1128/mbio.00902-23,,2023,metadata_ingested,2831,pending,pending
pmid-37520413,An Adjudication Protocol for Severe Pneumonia.,37520413,10.1093/ofid/ofad336,,2023,metadata_ingested,1805,pending,pending
pmid-37502985,The recency and geographical origins of the bat viruses ancestral to SARS-CoV and SARS-CoV-2.,37502985,10.1101/2023.07.12.548617,,2023,metadata_ingested,1514,pending,pending
pmid-37478826,Catalytic spike antibodies: A new paradigm in neutralization.,37478826,10.1016/j.chembiol.2023.06.025,,2023,metadata_ingested,364,pending,pending
pmid-37463441,Differential roles of regulatory T cells in acute respiratory infections.,37463441,10.1172/JCI170505,,2023,metadata_ingested,880,pending,pending
pmid-37458991,Scalable Bayesian Divergence Time Estimation With Ratio Transformations.,37458991,10.1093/sysbio/syad039,,2023,metadata_ingested,1569,pending,pending
pmid-37443074,Waning and boosting of antibody Fc-effector functions upon SARS-CoV-2 vaccination.,37443074,10.1038/s41467-023-39189-8,,2023,metadata_ingested,1450,pending,pending
pmid-37387599,"Finding Facts in Postacute Sequelae of COVID-19: Clinical, Radiographic, and Histopathologic Markers of Disease.",37387599,10.1164/rccm.202306-1043ED,,2023,metadata_ingested,0,pending,pending
pmid-37384622,Antigen pressure from two founder viruses induces multiple insertions at a single antibody position to generate broadly neutralizing HIV antibodies.,37384622,10.1371/journal.ppat.1011416,,2023,metadata_ingested,1456,pending,pending
pmid-37322179,ChAdOx1 nCoV-19 (AZD1222) vaccine-induced Fc receptor binding tracks with differential susceptibility to COVID-19.,37322179,10.1038/s41590-023-01513-1,,2023,metadata_ingested,1202,pending,pending
pmid-37291214,An integrated cell atlas of the lung in health and disease.,37291214,10.1038/s41591-023-02327-2,,2023,metadata_ingested,1386,pending,pending
pmid-37286690,Unified real-time environmental-epidemiological data for multiscale modeling of the COVID-19 pandemic.,37286690,10.1038/s41597-023-02276-y,,2023,metadata_ingested,920,pending,pending
pmid-37266566,Cellular and molecular dynamics in the lungs of neonatal and juvenile mice in response to E. coli.,37266566,10.7554/eLife.82933,,2023,metadata_ingested,1537,pending,pending
pmid-37252360,Lectin Fingerprinting Distinguishes Antibody Neutralization in SARS-CoV-2.,37252360,10.1021/acscentsci.2c01471,,2023,metadata_ingested,1374,pending,pending
pmid-37249415,Humoral profiling of pediatric patients with cancer reveals robust immunity following anti-SARS-CoV-2 vaccination superior to natural infection.,37249415,10.1002/pbc.30473,,2023,metadata_ingested,1836,pending,pending
pmid-37209096,Structural conservation of Lassa virus glycoproteins and recognition by neutralizing antibodies.,37209096,10.1016/j.celrep.2023.112524,,2023,metadata_ingested,1114,pending,pending
pmid-37204925,"Tissue-resident, extravascular Ly6c(-) monocytes are critical for inflammation in the synovium.",37204925,10.1016/j.celrep.2023.112513,,2023,metadata_ingested,1084,pending,pending
pmid-37191546,Serodominant SARS-CoV-2 Nucleocapsid Peptides Map to Unstructured Protein Regions.,37191546,10.1128/spectrum.00324-23,,2023,metadata_ingested,1716,pending,pending
pmid-37191517,Genomics of Aminoglycoside Resistance in Pseudomonas aeruginosa Bloodstream Infections at a United States Academic Hospital.,37191517,10.1128/spectrum.05087-22,,2023,metadata_ingested,2557,pending,pending
pmid-37182520,Hybrid immunity expands the functional humoral footprint of both mRNA and vector-based SARS-CoV-2 vaccines.,37182520,10.1016/j.xcrm.2023.101048,,2023,metadata_ingested,1175,pending,pending
pmid-37173406,Long-term humoral signatures following acute pediatric COVID-19 and Multisystem Inflammatory Syndrome in Children.,37173406,10.1038/s41390-023-02627-w,,2023,metadata_ingested,1990,pending,pending
pmid-37161609,Neurologic sequelae of COVID-19 are determined by immunologic imprinting from previous coronaviruses.,37161609,10.1093/brain/awad155,,2023,metadata_ingested,2810,pending,pending
pmid-37104035,"Machine learning links unresolving secondary pneumonia to mortality in patients with severe pneumonia, including COVID-19.",37104035,10.1172/JCI170682,,2023,metadata_ingested,2635,pending,pending
pmid-37082529,Selective SARS-CoV2 BA.2 escape of antibody Fc/Fc-receptor interactions.,37082529,10.1016/j.isci.2023.106582,,2023,metadata_ingested,1094,pending,pending
pmid-37081398,"Schema Playground: a tool for authoring, extending, and using metadata schemas to improve FAIRness of biomedical data.",37081398,10.1186/s12859-023-05258-4,,2023,metadata_ingested,1582,pending,pending
pmid-37066325,Humoral profiles of toddlers and young children following SARS-CoV-2 mRNA vaccination.,37066325,10.21203/rs.3.rs-2748734/v1,,2023,metadata_ingested,1380,pending,pending
pmid-37061918,Antibodies against the Ebola virus soluble glycoprotein are associated with long-term vaccine-mediated protection of non-human primates.,37061918,10.1016/j.celrep.2023.112402,,2023,metadata_ingested,1097,pending,pending
pmid-37034676,Deep repertoire mining uncovers ultra-broad coronavirus neutralizing antibodies targeting multiple spike epitopes.,37034676,10.1101/2023.03.28.534602,,2023,metadata_ingested,1892,pending,pending
pmid-37022093,Alveolar Macrophages during Inflammation: A Balancing Act.,37022093,10.1165/rcmb.2023-0098ED,,2023,metadata_ingested,0,pending,pending
pmid-37000623,Fc-mediated pan-sarbecovirus protection after alphavirus vector vaccination.,37000623,10.1016/j.celrep.2023.112326,,2023,metadata_ingested,1093,pending,pending
pmid-36993465,Novel Tools for Lassa Virus Surveillance in Peri-domestic Rodents.,36993465,10.1101/2023.03.17.23287380,,2023,metadata_ingested,2264,pending,pending
pmid-36853705,Protocol for bulk RNA sequencing of enriched human neutrophils from whole blood and estimation of sample purity.,36853705,10.1016/j.xpro.2023.102125,,2023,metadata_ingested,732,pending,pending
pmid-36823332,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations.,36823332,10.1038/s41592-023-01769-3,,2023,metadata_ingested,1083,pending,pending
pmid-36823331,"Outbreak.info Research Library: a standardized, searchable platform to discover and explore COVID-19 resources.",36823331,10.1038/s41592-023-01770-w,,2023,metadata_ingested,622,pending,pending
pmid-36823198,Addressing barriers in FAIR data practices for biomedical data.,36823198,10.1038/s41597-023-01969-8,,2023,metadata_ingested,0,pending,pending
pmid-36823157,Developing a standardized but extendable framework to increase the findability of infectious disease datasets.,36823157,10.1038/s41597-023-01968-9,,2023,metadata_ingested,1254,pending,pending
pmid-36781879,Robust induction of functional humoral response by a plant-derived Coronavirus-like particle vaccine candidate for COVID-19.,36781879,10.1038/s41541-023-00612-2,,2023,metadata_ingested,1116,pending,pending
pmid-36669500,The impact of multidrug-resistant microorganisms on critically ill patients with cirrhosis in the intensive care unit: a cohort study.,36669500,10.1097/HC9.0000000000000038,,2023,metadata_ingested,2131,pending,pending
pmid-36603089,Wastewater surveillance for public health.,36603089,10.1126/science.ade2503,,2023,metadata_ingested,81,pending,pending
pmid-36597886,Circulating Spike Protein Detected in Post-COVID-19 mRNA Vaccine Myocarditis.,36597886,10.1161/CIRCULATIONAHA.122.061025,,2023,metadata_ingested,1923,pending,pending
pmid-36475767,"Early Genomic Surveillance and Phylogeographic Analysis of Getah Virus, a Reemerging Arbovirus, in Livestock in China.",36475767,10.1128/jvi.01091-22,,2023,metadata_ingested,2917,pending,pending
pmid-36472425,Machine Learning To Stratify Methicillin-Resistant Staphylococcus aureus Risk among Hospitalized Patients with Community-Acquired Pneumonia.,36472425,10.1128/aac.01023-22,,2023,metadata_ingested,1736,pending,pending
pmid-36281773,Three Distinct Transcriptional Profiles of Monocytes Associate with Disease Activity in Scleroderma Patients.,36281773,10.1002/art.42380,,2023,metadata_ingested,1808,pending,pending
pmid-36097163,Lassa fever - the road ahead.,36097163,10.1038/s41579-022-00789-8,,2023,metadata_ingested,1040,pending,pending
pmid-35868417,"COVID-19 booster dose induces robust antibody response in pregnant, lactating, and nonpregnant women.",35868417,10.1016/j.ajog.2022.07.014,,2023,metadata_ingested,2546,pending,pending
pmid-35696591,Outcomes of Percutaneous Tracheostomy for Patients With SARS-CoV-2 Respiratory Failure.,35696591,10.1097/LBR.0000000000000854,,2023,metadata_ingested,1744,pending,pending
pmid-37118543,Aging is associated with a systemic length-associated transcriptome imbalance.,37118543,10.1038/s43587-022-00317-6,,2022,metadata_ingested,1005,pending,pending
pmid-36968243,Efficient isolation of rare B cells using next-generation antigen barcoding.,36968243,10.3389/fcimb.2022.962945,,2022,metadata_ingested,848,pending,pending
pmid-36560718,ViralVar: A Web Tool for Multilevel Visualization of SARS-CoV-2 Genomes.,36560718,10.3390/v14122714,,2022,metadata_ingested,1369,pending,pending
pmid-36523403,Superiority of intranasal over systemic administration of bioengineered soluble ACE2 for survival and brain protection against SARS-CoV-2 infection.,36523403,10.1101/2022.12.05.519032,,2022,metadata_ingested,1720,pending,pending
pmid-36477580,Protection of the human gene research literature from contract cheating organizations known as research paper mills.,36477580,10.1093/nar/gkac1139,,2022,metadata_ingested,1405,pending,pending
pmid-36463314,BNT162b2 induces robust cross-variant SARS-CoV-2 immunity in children.,36463314,10.1038/s41541-022-00575-w,,2022,metadata_ingested,1629,pending,pending
pmid-36441765,Expansion of CD8+ T cell population in Lassa virus survivors with low T cell precursor frequency reveals durable immune response in most survivors.,36441765,10.1371/journal.pntd.0010882,,2022,metadata_ingested,1755,pending,pending
pmid-36423141,Challenges and Opportunities for Global Genomic Surveillance Strategies in the COVID-19 Era.,36423141,10.3390/v14112532,,2022,metadata_ingested,1565,pending,pending
pmid-36385137,Global disparities in SARS-CoV-2 genomic surveillance.,36385137,10.1038/s41467-022-33713-y,,2022,metadata_ingested,1031,pending,pending
pmid-36355862,The evidence remains clear: SARS-CoV-2 emerged via the wildlife trade.,36355862,10.1073/pnas.2214427119,,2022,metadata_ingested,0,pending,pending
pmid-36351430,Nucleocapsid-specific antibody function is associated with therapeutic benefits from COVID-19 convalescent plasma therapy.,36351430,10.1016/j.xcrm.2022.100811,,2022,metadata_ingested,1250,pending,pending
pmid-36298561,Relationship between Anti-Spike Antibodies and Risk of SARS-CoV-2 Infection in Infants Born to COVID-19 Vaccinated Mothers.,36298561,10.3390/vaccines10101696,,2022,metadata_ingested,1662,pending,pending
pmid-36288283,A cocktail of protective antibodies subverts the dense glycan shield of Lassa virus.,36288283,10.1126/scitranslmed.abq0991,,2022,metadata_ingested,1364,pending,pending
pmid-36211254,"BAYESIAN MITIGATION OF SPATIAL COARSENING FOR A HAWKES MODEL APPLIED TO GUNFIRE, WILDFIRE AND VIRAL CONTAGION.",36211254,10.1214/21-aoas1517,,2022,metadata_ingested,1733,pending,pending
pmid-36208629,Longitudinal characterization of circulating neutrophils uncovers phenotypes associated with severity in hospitalized COVID-19 patients.,36208629,10.1016/j.xcrm.2022.100779,,2022,metadata_ingested,1313,pending,pending
pmid-36203557,Impact of cross-coronavirus immunity in post-acute sequelae of COVID-19.,36203557,10.1101/2022.09.25.22280335,,2022,metadata_ingested,1633,pending,pending
pmid-36173950,SARS-CoV-2 furin cleavage site was not engineered.,36173950,10.1073/pnas.2211107119,,2022,metadata_ingested,0,pending,pending
pmid-36167835,Predicting the evolution of the Lassa virus endemic area and population at risk over the next decades.,36167835,10.1038/s41467-022-33112-3,,2022,metadata_ingested,1107,pending,pending
pmid-36129295,"Functional and Structural Characterization of OXA-935, a Novel OXA-10-Family β-Lactamase from Pseudomonas aeruginosa.",36129295,10.1128/aac.00985-22,,2022,metadata_ingested,1763,pending,pending
pmid-36116810,Novel and Rapid Diagnostics for Common Infections in the Critically Ill Patient.,36116810,10.1016/j.ccm.2022.04.003,,2022,metadata_ingested,282,pending,pending
pmid-36061870,Gearing up for battle: Harnessing adaptive T cell immunity against gram-negative pneumonia.,36061870,10.3389/fcimb.2022.934671,,2022,metadata_ingested,956,pending,pending
pmid-36060555,Inferring Phenotypic Trait Evolution on Large Trees With Many Incomplete Measurements.,36060555,10.1080/01621459.2020.1799812,,2022,metadata_ingested,1424,pending,pending
pmid-36056073,Selective transfer of maternal antibodies in preterm and fullterm children.,36056073,10.1038/s41598-022-18973-4,,2022,metadata_ingested,1295,pending,pending
pmid-36000735,Hybrid Immunity Shifts the Fc-Effector Quality of SARS-CoV-2 mRNA Vaccine-Induced Immunity.,36000735,10.1128/mbio.01647-22,,2022,metadata_ingested,2947,pending,pending
pmid-35989603,Scalable Bayesian phylogenetics.,35989603,10.1098/rstb.2021.0242,,2022,metadata_ingested,1030,pending,pending
pmid-35977496,Systems approach to define humoral correlates of immunity to Shigella.,35977496,10.1016/j.celrep.2022.111216,,2022,metadata_ingested,1338,pending,pending
pmid-35973352,The next frontier in vaccine design: blending immune correlates of protection into rational vaccine design.,35973352,10.1016/j.coi.2022.102234,,2022,metadata_ingested,1163,pending,pending
pmid-35970983,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions.,35970983,10.1038/s41467-022-32536-1,,2022,metadata_ingested,960,pending,pending
pmid-35961427,Incidence and Clinical Characteristics of Severe Acute Respiratory Syndrome Coronavirus 2 Infection After Vaccination in Children.,35961427,10.1016/j.jpeds.2022.07.056,,2022,metadata_ingested,482,pending,pending
pmid-35952712,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,35952712,10.1038/s41586-022-05200-3,,2022,metadata_ingested,1732,pending,pending
pmid-35924454,Severity of Illness Caused by Severe Acute Respiratory Syndrome Coronavirus 2 Variants of Concern in Children: A Single-Center Retrospective Cohort Study.,35924454,10.1093/jpids/piac068,,2022,metadata_ingested,1756,pending,pending
pmid-35923313,Waning and boosting of functional humoral immunity to SARS-CoV-2.,35923313,10.1101/2022.07.22.501163,,2022,metadata_ingested,1545,pending,pending
pmid-35919523,Stromal Transcription Factor 21 Regulates Development of the Renal Stroma via Interaction with Wnt/β-Catenin Signaling.,35919523,10.34067/KID.0005572021,,2022,metadata_ingested,2172,pending,pending
pmid-35899968,De novo emergence of SARS-CoV-2 spike mutations in immunosuppressed patients.,35899968,10.1111/tid.13914,,2022,metadata_ingested,1715,pending,pending
pmid-35895416,Evaluation of Three Clinical Prediction Tools to Predict Mortality in Hospitalized Patients with Lassa Fever.,35895416,10.4269/ajtmh.20-1624,,2022,metadata_ingested,1467,pending,pending
pmid-35881018,SARS-CoV-2 mRNA vaccination elicits robust antibody responses in children.,35881018,10.1126/scitranslmed.abn9237,,2022,metadata_ingested,1674,pending,pending
pmid-35881010,The Huanan Seafood Wholesale Market in Wuhan was the early epicenter of the COVID-19 pandemic.,35881010,10.1126/science.abp8715,,2022,metadata_ingested,1017,pending,pending
pmid-35881005,The molecular epidemiology of multiple zoonotic origins of SARS-CoV-2.,35881005,10.1126/science.abp8337,,2022,metadata_ingested,1102,pending,pending
pmid-35869779,Individual target pharmacokinetic/pharmacodynamic attainment rates among meropenem-treated patients admitted to the ICU with hospital-acquired pneumonia.,35869779,10.1093/jac/dkac245,,2022,metadata_ingested,639,pending,pending
pmid-35833903,Suppression of Allergic Asthma by Loss of Function of Miz1-mediated Th1 Skewing.,35833903,10.1165/rcmb.2022-0135OC,,2022,metadata_ingested,1307,pending,pending
pmid-35798029,Wastewater sequencing reveals early cryptic SARS-CoV-2 variant transmission.,35798029,10.1038/s41586-022-05049-6,,2022,metadata_ingested,1511,pending,pending
pmid-35795297,Accommodating sampling location uncertainty in continuous phylogeography.,35795297,10.1093/ve/veac041,,2022,metadata_ingested,761,pending,pending
pmid-35794893,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations.,35794893,10.21203/rs.3.rs-1723829/v1,,2022,metadata_ingested,1470,pending,pending
pmid-35776495,Advancing Lung Immunology Research: An Official American Thoracic Society Workshop Report.,35776495,10.1165/rcmb.2022-0167ST,,2022,metadata_ingested,1372,pending,pending
pmid-35771664,Introduction and Establishment of SARS-CoV-2 Gamma Variant in New York City in Early 2021.,35771664,10.1093/infdis/jiac265,,2022,metadata_ingested,1365,pending,pending
pmid-35767652,Antibody Fc characteristics and effector functions correlate with protection from symptomatic dengue virus type 3 infection.,35767652,10.1126/scitranslmed.abm3151,,2022,metadata_ingested,1188,pending,pending
pmid-35764643,Maternal immune response and placental antibody transfer after COVID-19 vaccination across trimester and platforms.,35764643,10.1038/s41467-022-31169-8,,2022,metadata_ingested,1266,pending,pending
pmid-35677074,"Schema Playground: A tool for authoring, extending, and using metadata schemas to improve FAIRness of biomedical data.",35677074,10.1101/2021.09.02.458726,,2022,metadata_ingested,1585,pending,pending
pmid-35652578,Rapid and Sensitive Detection of Antigen from SARS-CoV-2 Variants of Concern by a Multivalent Minibinder-Functionalized Nanomechanical Sensor.,35652578,10.1021/acs.analchem.2c01221,,2022,metadata_ingested,1157,pending,pending
pmid-35581238,Author Correction: Reduced expression of mitochondrial complex I subunit Ndufs2 does not impact healthspan in mice.,35581238,10.1038/s41598-022-12069-9,,2022,metadata_ingested,0,pending,pending
pmid-35538057,Archival influenza virus genomes from Europe reveal genomic variability during the 1918 pandemic.,35538057,10.1038/s41467-022-29614-9,,2022,metadata_ingested,808,pending,pending
pmid-35455241,Durability and Cross-Reactivity of SARS-CoV-2 mRNA Vaccine in Adolescent Children.,35455241,10.3390/vaccines10040492,,2022,metadata_ingested,1329,pending,pending
pmid-35442171,Selected Bibliography of Recent Research in COVID-19.,35442171,10.1164/rccm.202202-0277UP,,2022,metadata_ingested,0,pending,pending
pmid-35440684,Inter-individual variation in objective measure of reactogenicity following COVID-19 vaccination via smartwatches and fitness bands.,35440684,10.1038/s41746-022-00591-z,,2022,metadata_ingested,1993,pending,pending
pmid-35430229,Preserved recognition of Omicron spike following COVID-19 messenger RNA vaccination in pregnancy.,35430229,10.1016/j.ajog.2022.04.009,,2022,metadata_ingested,2252,pending,pending
pmid-35411350,"Wastewater sequencing uncovers early, cryptic SARS-CoV-2 variant transmission.",35411350,10.1101/2021.12.21.21268143,,2022,metadata_ingested,1491,pending,pending
pmid-35411346,An immunoPET probe to SARS-CoV-2 reveals early infection of the male genital tract in rhesus macaques.,35411346,10.21203/rs.3.rs-1479315/v1,,2022,metadata_ingested,1693,pending,pending
pmid-35396471,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,35396471,10.1038/s41592-022-01444-z,,2022,metadata_ingested,728,pending,pending
pmid-35363994,Expression of ACE2-a Key SARS-CoV-2 Entry Factor-Is Not Increased in the Nasal Mucosa of People with Cystic Fibrosis.,35363994,10.1165/rcmb.2021-0341LE,,2022,metadata_ingested,0,pending,pending
pmid-35361968,Defining the risk of SARS-CoV-2 variants on immune protection.,35361968,10.1038/s41586-022-04690-5,,2022,metadata_ingested,1462,pending,pending
pmid-35359802,Mathematical models to study the biology of pathogens and the infectious diseases they cause.,35359802,10.1016/j.isci.2022.104079,,2022,metadata_ingested,654,pending,pending
pmid-35357886,A modified vaccinia Ankara vaccine expressing spike and nucleocapsid protects rhesus macaques against SARS-CoV-2 Delta infection.,35357886,10.1126/sciimmunol.abo0226,,2022,metadata_ingested,1801,pending,pending
pmid-35348368,mRNA-1273 and BNT162b2 COVID-19 vaccines elicit antibodies with differences in Fc-mediated effector functions.,35348368,10.1126/scitranslmed.abm2311,,2022,metadata_ingested,1630,pending,pending
pmid-35338200,Reduced expression of mitochondrial complex I subunit Ndufs2 does not impact healthspan in mice.,35338200,10.1038/s41598-022-09074-3,,2022,metadata_ingested,1294,pending,pending
pmid-35325204,Selection Analysis Identifies Clusters of Unusual Mutational Changes in Omicron Lineage BA.1 That Likely Impact Spike Function.,35325204,10.1093/molbev/msac061,,2022,metadata_ingested,1443,pending,pending
pmid-35309306,Epigenetic Control of Regulatory T Cell Stability and Function: Implications for Translation.,35309306,10.3389/fimmu.2022.861607,,2022,metadata_ingested,778,pending,pending
pmid-35290925,Low-level SARS-CoV-2 viremia coincident with COVID placentitis and stillbirth.,35290925,10.1016/j.placenta.2022.03.003,,2022,metadata_ingested,726,pending,pending
pmid-35289637,Omicron variant Spike-specific antibody binding and Fc activity are preserved in recipients of mRNA or inactivated COVID-19 vaccines.,35289637,10.1126/scitranslmed.abn9243,,2022,metadata_ingested,1839,pending,pending
pmid-35262081,An immunoPET probe to SARS-CoV-2 reveals early infection of the male genital tract in rhesus macaques.,35262081,10.1101/2022.02.25.481974,,2022,metadata_ingested,1693,pending,pending
pmid-35245365,Altered Maternal Antibody Profiles in Women With Human Immunodeficiency Virus Drive Changes in Transplacental Antibody Transfer.,35245365,10.1093/cid/ciac156,,2022,metadata_ingested,1851,pending,pending
