paper_id,pmid,year,source_collection,center,pi_candidates,title,decision_reason,parse_status,parse_source_type,viruses,host_systems,assay_types,dataset_repositories,dataset_accessions,resource_types,resource_links,raw_data_available,processed_data_available,code_available,reuse_value,pathway_relevance,access_friction,priority_bucket
pmid-36519174,36519174,2022,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Interaction between chicken TRIM25 and MDA5 and their role in mediated antiviral activity against IBDV infection.,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, interaction, replication",cached_normalized,pmc_xml,,macrophages;mice;human_patients,CRISPR_screen;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-35867415,35867415,2022,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Proteomic Identification of Potential Target Proteins of Cathepsin W for Its Development as a Drug Target for Influenza.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host factor, host factors",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice;human_patients,proteomics;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-35417684,35417684,2022,hpmi,HPMI,,Global post-translational modification profiling of HIV-1-infected cells reveals mechanisms of host cellular pathway remodeling.,"viral context plus mechanism-rich title/abstract: hiv, virus, hiv, pathway, pathways, proteomics",cached_normalized,pmc_xml,hiv,HEK293T_cells;primary_CD4_T_cells;macrophages;mice,AP-MS_interactome;proteomics;phosphoproteomics;CRISPR_screen;network_analysis,,,,,false,false,false,medium,medium,high,tier_2
pmid-34942634,34942634,2022,hpmi,HPMI,,Evolution of enhanced innate immune evasion by SARS-CoV-2.,"virus-focused title/abstract plus weaker cross-virus framing in body: host adaptation, sars-cov-2, sars, interaction, proteomics, immune evasion",cached_normalized,pmc_xml,sars_cov_2,Calu-3_cells;HEK293T_cells;human_lung_tissue;airway_epithelium;mice;human_patients,proteomics;phosphoproteomics;transcriptomics;single_cell;network_analysis;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-34129317,34129317,2021,pi-backlog,HPMI,Melanie Ott,Screening a Library of FDA-Approved and Bioactive Compounds for Antiviral Activity against SARS-CoV-2.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, viral",cached_normalized,pdf_grobid,sars_cov_2;coronavirus_general,A549_cells;Calu-3_cells;Huh7_cells;Vero_E6_cells;human_lung_tissue;mice;human_patients,proteomics;phosphoproteomics;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-34127972,34127972,2021,hpmi,HPMI,,Evolution of enhanced innate immune evasion by the SARS-CoV-2 B.1.1.7 UK variant.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, interaction",cached_normalized,pmc_xml,sars_cov_2,Calu-3_cells;HEK293T_cells;airway_epithelium;mice;human_patients,proteomics;phosphoproteomics;single_cell;network_analysis;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-33676971,33676971,2021,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Intestinal Host Response to SARS-CoV-2 Infection and COVID-19 Outcomes in Patients With Gastrointestinal Symptoms.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, covid-19, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,Vero_E6_cells;PBMCs;macrophages;human_lung_tissue;organoids;mice;human_patients,proteomics;transcriptomics;single_cell;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-32550242,32550242,2020,current-program,,,SARS-CoV-2 Entry Genes Are Most Highly Expressed in Nasal Goblet and Ciliated Cells within Human Airways.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,Huh7_cells;Vero_E6_cells;airway_epithelium;human_patients,single_cell;network_analysis;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-32240278,32240278,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Chemical intervention of influenza virus mRNA nuclear export.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, screen",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice,transcriptomics;CRISPR_screen;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-32092305,32092305,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Influenza virus NS1- C/EBPβ gene regulatory complex inhibits RIG-I transcription.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, epithelial",cached_normalized,pmc_xml,,A549_cells;NHBE_cells;human_lung_tissue,imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-32023470,32023470,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,OTUB1 Is a Key Regulator of RIG-I-Dependent Immune Signaling and Is Targeted for Proteasomal Degradation by Influenza A NS1.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, pathways",cached_normalized,pdf_grobid,influenza_a,A549_cells;HEK293T_cells;Vero_E6_cells;human_lung_tissue,proximity_labeling;proteomics;CRISPR_screen;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-31682641,31682641,2019,pi-backlog,SYBIL,Adolfo Garcia-Sastre,The ETS transcription factor ELF1 regulates a broadly antiviral program distinct from the type I interferon response.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, replication",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;Vero_E6_cells;NHBE_cells;PBMCs;airway_epithelium;mice;rhesus_macaques;human_patients,transcriptomics;CRISPR_screen;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-30209081,30209081,2018,pi-backlog,HPMI,Trey Ideker,Multiple Routes to Oncogenesis Are Promoted by the Human Papillomavirus-Host Protein Network.,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, interaction, interactions, protein interaction",cached_normalized,pmc_xml,,HEK293T_cells;human_patients,AP-MS_interactome;proteomics;transcriptomics;CRISPR_screen;protein_interaction_mapping;network_analysis;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-29370303,29370303,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,MERS-CoV 4b protein interferes with the NF-κB-dependent innate immune response during infection.,"viral context plus mechanism-rich title/abstract: coronavirus, virus, viral, coronavirus, pathway, pathways",cached_normalized,pmc_xml,mers_cov;coronavirus_general,Calu-3_cells;Huh7_cells;mice;hamsters;bat_cells_or_hosts,proteomics;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-27978436,27978436,2016,pi-backlog,HPMI,Melanie Ott,The mTOR Complex Controls HIV Latency.,"viral context plus mechanism-rich title/abstract: hiv, viral, hiv, pathway, screen",cached_normalized,pmc_xml,hiv,primary_CD4_T_cells;mice;human_patients,CRISPR_screen;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-26845514,26845514,2016,pi-backlog,HPMI,Melanie Ott,Therapeutics Targeting Protein Acetylation Perturb Latency of Human Viruses.,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, pathway, pathways",cached_normalized,pmc_xml,hiv,macrophages;mice;human_patients,transcriptomics;network_analysis;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-24817247,24817247,2014,pi-backlog,HPMI,Trey Ideker,An integrated map of HIV-human protein complexes that facilitate viral infection.,"viral context plus mechanism-rich title/abstract: hiv, viral, hiv, interaction, interactions, screen",cached_normalized,pmc_xml,hiv,HEK293T_cells;macrophages,AP-MS_interactome;proteomics;protein_interaction_mapping;network_analysis;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-24586175,24586175,2014,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Human genome-wide RNAi screen identifies an essential role for inositol pyrophosphates in Type-I interferon response.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, screen",cached_normalized,pmc_xml,influenza_a,macrophages;mice,proteomics;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-21909097,21909097,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Chemical inhibition of RNA viruses reveals REDD1 as a host defense factor.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, screen",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;Vero_E6_cells;mice,network_analysis;imaging,,,,,false,false,false,medium,medium,high,tier_2
pmid-21483486,21483486,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Dissection of the influenza A virus endocytic routes reveals macropinocytosis as an alternative entry pathway.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, pathway, pathways",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice;hamsters,proteomics;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-20844032,20844032,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Macaque proteome response to highly pathogenic avian influenza and 1918 reassortant influenza virus infections.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, pathways",cached_normalized,pmc_xml,,human_lung_tissue;rhesus_macaques,proteomics;network_analysis,,,,,false,false,false,medium,medium,high,tier_2
pmid-20140189,20140189,2010,pi-backlog,HPMI,Andrej Sali,The overlap of small molecule and protein binding sites within families of protein structures.,"viral context plus mechanism-rich title/abstract: hiv, hiv, pathway, pathways, interaction, interactions",cached_normalized,pmc_xml,hiv,human_patients,protein_interaction_mapping;network_analysis;genetic_perturbation,,,,,false,false,false,medium,medium,high,tier_2
pmid-19812322,19812322,2009,pi-backlog,HPMI,Trey Ideker,An integrated systems analysis implicates EGR1 downregulation in simian immunodeficiency virus encephalitis-induced neural dysfunction.,"viral context plus mechanism-rich title/abstract: hiv, virus, hiv, host response, interaction, protein interaction",cached_normalized,pmc_xml,hiv,macrophages;rhesus_macaques;human_patients,protein_interaction_mapping;network_analysis,,,,,false,false,false,medium,medium,high,tier_2
pmid-42409264,42409264,2026,pi-backlog,SYBIL,Sumit Chanda,Substrate and target selectivity of 4'-fluoroadenosine against viral and host polymerases.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, coronavirus, interaction, interactions",cached_normalized,pdf_grobid,coronavirus_general,A549_cells;HEK293T_cells;Vero_E6_cells;mice;hamsters,proteomics;imaging,,,,,false,false,false,medium,low,high,tier_2
pmid-41917196,41917196,2026,pi-backlog,HPMI,Melanie Ott,Programmable kinetic barcoding for multiplexed RNA detection with Cas13a.,explicit cross-virus/shared-host full-text language: multiple viruses,cached_normalized,pdf_grobid,sars_cov_2,Huh7_cells;Vero_E6_cells;mice;human_patients,CRISPR_screen;imaging,,,,,false,false,false,medium,low,high,tier_2
pmid-41091914,41091914,2025,current-program,CViSB,Kristian Andersen;Ryan McNamara,An intramuscular prime and mucosal boost vaccine regimen protects against lethal clade 2.3.4.4b H5N1 challenge in cynomolgus macaques.,"viral context plus mechanism-rich title/abstract: influenza, h5n1, virus, viral, influenza, replication",cached_normalized,pdf_grobid,influenza_a,PBMCs;macrophages;human_lung_tissue;mice;ferrets;rhesus_macaques;human_patients,single_cell;network_analysis,,,,,false,false,false,medium,low,high,tier_2
pmid-40766693,40766693,2025,pi-backlog,SYBIL;HPMI,Adolfo Garcia-Sastre;Melanie Ott,Coronavirus protein interaction mapping in bat and human cells identifies molecular and genetic switches for immune evasion and replication.,"virus-focused title/abstract plus weaker cross-virus framing in body: host adaptation, coronavirus, sars-cov-2, sars, interaction, interactions",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,bat_cells_or_hosts,AP-MS_interactome;proteomics;protein_interaction_mapping,,,,,false,false,false,medium,low,high,tier_2
pmid-40687705,40687705,2025,pi-backlog,UCLA-Persistent-BSI,Elaine Reed,Baseline predictors for 28-day COVID-19 severity and mortality among hospitalized patients: results from the IMPACC study.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,PBMCs;human_patients,proteomics;transcriptomics,,,,,false,false,false,medium,low,high,tier_2
pmid-40025722,40025722,2025,hpmi,HPMI,,Affinity Purification Mass Spectrometry on the Orbitrap-Astral Mass Spectrometer Enables High-Throughput Protein-Protein Interaction Mapping.,"viral context plus mechanism-rich title/abstract: viral, interaction, protein interaction, proteomics, network",cached_normalized,pmc_xml,,,AP-MS_interactome;proteomics;protein_interaction_mapping;network_analysis,,,,,false,false,false,medium,low,high,tier_2
pmid-39089348,39089348,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Patient subtyping analysis of baseline multi-omic data reveals distinct pre-immune states associated with antibody response to seasonal influenza vaccination.,"viral context plus mechanism-rich title/abstract: influenza, influenza, proteomics, transcriptomics",cached_normalized,pmc_xml,,human_patients,proteomics;transcriptomics,,,,,false,false,false,medium,low,high,tier_2
pmid-38328256,38328256,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Patient Subtyping Analysis of Baseline Multi-omic Data Reveals Distinct Pre-immune States Predictive of Vaccination Responses.,"viral context plus mechanism-rich title/abstract: influenza, influenza, proteomics, transcriptomics, network",cached_normalized,pmc_xml,,human_patients,proteomics;transcriptomics;network_analysis,,,,,false,false,false,medium,low,high,tier_2
pmid-35982664,35982664,2022,hpmi,HPMI,,NF-κB inhibitor alpha has a cross-variant role during SARS-CoV-2 infection in ACE2-overexpressing human airway organoids.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, replication",cached_normalized,pmc_xml,sars_cov_2,A549_cells;HEK293T_cells;Vero_E6_cells;human_lung_tissue;airway_epithelium;organoids;mice;human_patients,transcriptomics;single_cell;imaging;genetic_perturbation,,,,,false,false,false,medium,low,high,tier_2
pmid-34981044,34981044,2021,pi-backlog,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,The SARS-CoV-2 B.1.1.529 Omicron virus causes attenuated infection and disease in mice and hamsters.,"virus-focused title/abstract plus weaker cross-virus framing in body: host adaptation, sars-cov-2, sars, network",cached_normalized,pmc_xml,sars_cov_2,Vero_E6_cells;human_lung_tissue;mice;ferrets;hamsters;human_patients,network_analysis;imaging,,,,,false,false,false,medium,low,high,tier_2
pmid-33586677,33586677,2021,current-program,,,The lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging.,"viral context plus mechanism-rich title/abstract: influenza, viral, influenza, macrophage, alveolar",cached_normalized,pmc_xml,influenza_a,macrophages;mice;human_patients,transcriptomics;single_cell,,,,,false,false,false,medium,low,high,tier_2
pmid-34013276,34013276,2020,current-program,CViSB,Donald S Grant;Richard Wunderink,Alveolitis in severe SARS-CoV-2 pneumonia is driven by self-sustaining circuits between infected alveolar macrophages and T cells.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, coronavirus",cached_normalized,pmc_xml,sars_cov_2;sars_cov_1;coronavirus_general,macrophages;human_patients,transcriptomics;single_cell,,,,,false,false,false,medium,low,high,tier_2
pmid-32839770,32839770,2020,pi-backlog,HPMI,Nevan Krogan,SARS-CoV-2 ORF9c Is a Membrane-Associated Protein that Suppresses Antiviral Responses in Cells.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,,proteomics;transcriptomics;protein_interaction_mapping,,,,,false,false,false,medium,low,high,tier_2
pmid-32817938,32817938,2020,pi-backlog,SYBIL;HPMI,Adolfo Garcia-Sastre;Melanie Ott,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, interaction",cached_normalized,pmc_xml,sars_cov_2,human_patients,proteomics;imaging,,,,,false,false,false,medium,low,high,tier_2
pmid-32287326,32287326,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Characterizing Emerging Canine H3 Influenza Viruses.,"virus-focused title/abstract plus weaker cross-virus framing in body: species barriers, influenza, network",cached_normalized,pmc_xml,influenza_a,Vero_E6_cells;airway_epithelium;mice;ferrets;human_patients,network_analysis;imaging,,,,,false,false,false,medium,low,high,tier_2
pmid-22190037,22190037,2011,pi-backlog,HPMI,Andrej Sali,Vif hijacks CBF-β to degrade APOBEC3G and promote HIV-1 infection.,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, interaction, restriction factor",cached_normalized,pmc_xml,hiv,rhesus_macaques,proteomics;genetic_perturbation,,,,,false,false,false,medium,low,high,tier_2
pmid-21876670,21876670,2011,pi-backlog,HPMI,Melanie Ott,Activation of HIV transcription by the viral Tat protein requires a demethylation step mediated by lysine-specific demethylase 1 (LSD1/KDM1).,"viral context plus mechanism-rich title/abstract: hiv, viral, hiv, interaction, interactions",cached_normalized,pmc_xml,hiv,HEK293T_cells;primary_CD4_T_cells,proteomics;genetic_perturbation,,,,,false,false,false,medium,low,high,tier_2
pmid-34519533,34519533,2021,hpmi,HPMI,,Target Discovery for Host-Directed Antiviral Therapies: Application of Proteomics Approaches.,"explicit cross-virus/shared-host full-text language: cross virus, multiple viruses, shared host, pan-viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,human_patients,AP-MS_interactome;proximity_labeling;proteomics;phosphoproteomics;transcriptomics;CRISPR_screen;protein_interaction_mapping;network_analysis;imaging,,,,,false,false,false,medium,high,high,tier_2
pmid-33464917,33464917,2021,hpmi,HPMI,,Proteomic Approaches to Study SARS-CoV-2 Biology and COVID-19 Pathology.,"virus-focused title/abstract plus weaker cross-virus framing in body: species barriers, coronavirus, sars-cov-2, sars, covid-19, pathway",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,A549_cells;HEK293T_cells;Huh7_cells;Vero_E6_cells;human_lung_tissue;mice;bat_cells_or_hosts;human_patients,AP-MS_interactome;proximity_labeling;proteomics;phosphoproteomics;transcriptomics;protein_interaction_mapping;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-32553580,32553580,2021,pi-backlog,HPMI,Melanie Ott,An 'Arms Race' between the Nonsense-mediated mRNA Decay Pathway and Viral Infections.,"viral context plus mechanism-rich title/abstract: viral, pathway, interaction, interactions",cached_normalized,pmc_xml,,macrophages;mice,CRISPR_screen;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-32995787,32995787,2020,hpmi,HPMI,,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,explicit cross-virus/shared-host full-text language: multiple viruses,cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,A549_cells;Huh7_cells;Vero_E6_cells;mice,proteomics;single_cell;CRISPR_screen;protein_interaction_mapping;network_analysis;imaging,,,,,false,false,false,medium,high,high,tier_2
pmid-30550789,30550789,2018,hpmi,HPMI,,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,"viral context plus mechanism-rich title/abstract: ebola, virus, viral, ebola, pathway, pathways",cached_normalized,pmc_xml,ebola,HEK293T_cells;Huh7_cells;Vero_E6_cells;PBMCs;macrophages;mice,AP-MS_interactome;proteomics;protein_interaction_mapping;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-30401782,30401782,2018,pi-backlog,HPMI,Melanie Ott,The Cellular NMD Pathway Restricts Zika Virus Infection and Is Targeted by the Viral Capsid Protein.,"viral context plus mechanism-rich title/abstract: zika, virus, viral, zika, pathway, interaction",cached_normalized,pmc_xml,zika,HEK293T_cells;Huh7_cells;Vero_E6_cells;mice;human_patients,AP-MS_interactome;proteomics;transcriptomics;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-29391557,29391557,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,SMARCA2-regulated host cell factors are required for MxA restriction of influenza A viruses.,"viral context plus mechanism-rich title/abstract: influenza, h5n1, virus, viral, influenza, screen",cached_normalized,pmc_xml,influenza_a,A549_cells;human_lung_tissue;airway_epithelium;mice,proteomics;transcriptomics;CRISPR_screen;protein_interaction_mapping;network_analysis;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-28869005,28869005,2017,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Human interactome of the influenza B virus NS1 protein.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, interactome, replication",cached_normalized,pmc_xml,influenza_a,A549_cells;Vero_E6_cells,proteomics;protein_interaction_mapping;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-27783955,27783955,2016,pi-backlog,HPMI,Jennifer Doudna,A Cas9 Ribonucleoprotein Platform for Functional Genetic Studies of HIV-Host Interactions in Primary Human T Cells.,"viral context plus mechanism-rich title/abstract: hiv, viral, hiv, host factor, host factors, interaction",cached_normalized,pmc_xml,hiv,primary_CD4_T_cells;mice;human_patients,AP-MS_interactome;proteomics;single_cell;CRISPR_screen;protein_interaction_mapping;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-26789921,26789921,2016,pi-backlog,SYBIL,Adolfo Garcia-Sastre,"Targeting Viral Proteostasis Limits Influenza Virus, HIV, and Dengue Virus Infection.","explicit cross-virus/shared-host full-text language: multiple viruses, pan-viral",cached_normalized,pmc_xml,hiv;dengue,A549_cells;HEK293T_cells;human_lung_tissue;mice,AP-MS_interactome;proteomics;protein_interaction_mapping;network_analysis;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-26651948,26651948,2015,pi-backlog,SYBIL;HPMI,Adolfo Garcia-Sastre;Nevan Krogan,"Meta- and Orthogonal Integration of Influenza ""OMICs"" Data Defines a Role for UBR4 in Virus Budding.","viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice;human_patients,AP-MS_interactome;proteomics;single_cell;CRISPR_screen;protein_interaction_mapping;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-26329395,26329395,2015,pi-backlog,HPMI,Melanie Ott,Manipulation of the host protein acetylation network by human immunodeficiency virus type 1.,explicit cross-virus/shared-host full-text language: conserved host,cached_normalized,pmc_xml,hiv,macrophages;mice;human_patients,proteomics;network_analysis,,,,,false,false,false,medium,high,high,tier_2
pmid-25616068,25616068,2015,pi-backlog,HPMI,Melanie Ott,A combined proteomics/genomics approach links hepatitis C virus infection with nonsense-mediated mRNA decay.,explicit cross-virus/shared-host full-text language: multiple viruses,cached_normalized,pmc_xml,hcv,HEK293T_cells;Huh7_cells,AP-MS_interactome;proteomics;transcriptomics;protein_interaction_mapping;network_analysis;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-24237697,24237697,2013,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Type I interferon imposes a TSG101/ISG15 checkpoint at the Golgi for glycoprotein trafficking during influenza virus infection.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, pathway, pathways, crispr",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;Vero_E6_cells;human_lung_tissue;mice,CRISPR_screen;network_analysis;imaging,,,,,false,false,false,medium,high,high,tier_2
pmid-23825951,23825951,2013,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Cellular RNA binding proteins NS1-BP and hnRNP K regulate influenza A virus RNA splicing.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, proteomics, replication",cached_normalized,pmc_xml,influenza_a,A549_cells;human_lung_tissue;mice,proteomics;protein_interaction_mapping;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-23593007,23593007,2013,pi-backlog,HPMI,Melanie Ott,Lipid droplet-binding protein TIP47 regulates hepatitis C Virus RNA replication through interaction with the viral NS5A protein.,"viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, viral, interaction, screen",cached_normalized,pmc_xml,hcv,HEK293T_cells;Huh7_cells;mice,imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-21846828,21846828,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Host- and strain-specific regulation of influenza virus polymerase activity by interacting cellular proteins.,"virus-focused title/abstract plus weaker cross-virus framing in body: host adaptation, influenza, h1n1, h5n1, interaction, interactions",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice,proteomics;protein_interaction_mapping;network_analysis;imaging;genetic_perturbation,,,,,false,false,false,medium,high,high,tier_2
pmid-18854154,18854154,2008,pi-backlog,HPMI,Trey Ideker,Global analysis of host-pathogen interactions that regulate early-stage HIV-1 replication.,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, interaction, interactions",cached_normalized,pmc_xml,hiv,HEK293T_cells;macrophages;mice,protein_interaction_mapping;network_analysis,,,,,false,false,false,medium,high,high,tier_2
pmid-33501437,33501437,2021,hpmi,HPMI,,Host-directed therapies against early-lineage SARS-CoV-2 retain efficacy against B.1.1.7 variant.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, coronavirus, sars-cov-2, sars, covid-19, epithelial",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,Calu-3_cells;Vero_E6_cells;human_lung_tissue;mice;human_patients,network_analysis,,,,,false,false,false,low,high,high,tier_2
pmid-32747391,32747391,2020,current-program,,,Pathogenesis of COVID-19-induced ARDS: implications for an ageing population.,"viral context plus mechanism-rich title/abstract: influenza, coronavirus, sars-cov-2, sars, covid-19, virus",cached_normalized,pmc_xml,influenza_a;sars_cov_2;coronavirus_general,macrophages;human_lung_tissue;airway_epithelium;mice;human_patients,imaging,,,,,false,false,false,low,high,high,tier_2
pmid-31851929,31851929,2019,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Viral Fitness Landscapes in Diverse Host Species Reveal Multiple Evolutionary Lines for the NS1 Gene of Influenza A Viruses.,explicit cross-virus/shared-host full-text language: conserved host,cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice;human_patients,network_analysis,,,,,false,false,false,low,high,high,tier_2
pmid-21075352,21075352,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Mouse STAT2 restricts early dengue virus replication.,"viral context plus mechanism-rich title/abstract: dengue, virus, viral, dengue, pathway, replication",cached_normalized,pmc_xml,dengue,HEK293T_cells;Vero_E6_cells;macrophages;mice;hamsters;human_patients,,,,,,false,false,false,low,high,high,tier_2
pmid-37901225,37901225,2023,current-program,,,Hypercapnia increases ACE2 expression and pseudo-SARS-CoV-2 entry in bronchial epithelial cells by augmenting cellular cholesterol.,"viral context plus mechanism-rich title/abstract: influenza, coronavirus, sars-cov-2, sars, virus, viral",cached_normalized,pmc_xml,influenza_a;sars_cov_2;coronavirus_general,Vero_E6_cells;macrophages;human_lung_tissue;airway_epithelium;mice;human_patients,transcriptomics;single_cell;imaging,GEO,GEO:GSE110362,,,true,true,false,high,low,low,tier_2
pmid-35291294,35291294,2022,pi-backlog,HPMI,Nevan Krogan,Low expression of EXOSC2 protects against clinical COVID-19 and impedes SARS-CoV-2 replication.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, covid-19, virus, viral, sars-cov-2",cached_normalized,pmc_xml,sars_cov_2,Calu-3_cells;HEK293T_cells;Vero_E6_cells;human_lung_tissue;human_patients,proteomics;CRISPR_screen;genetic_perturbation,PRIDE,PRIDE:PXD031611,,,true,true,false,high,low,low,tier_2
